item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
Character_HammerVice,Coastal Catwoman,outfit,dc,DC SERIES,Gotham City Summer,7,3,2026-07-16T08:00:00Z
Character_HangNine,Malibu,outfit,epic,,Shaka Surfin',6,6,2025-11-11T09:37:13Z
Character_HangSpec_Screech,Yoo-mi,outfit,epic,,O.X.R. Idol,6,5,2025-08-07T09:33:19Z
Character_HappyHopper,Hazard Hare,outfit,epic,,Pastel Patrol,6,2,2025-04-08T08:41:18Z
Character_HarborSnow,Yeddy,outfit,epic,,,7,1,2026-03-18T11:00:14Z
Character_HarpTar,Punk Princess Phaedra,outfit,epic,,Punk Nautilus,6,5,2025-08-07T09:33:19Z
Character_HastyBandit,The Diamond,outfit,epic,,Eternal Diamond,6,2,2025-02-21T12:17:00Z
Character_HauntKoi,Koi Brawler Zero,outfit,epic,,Koi Kingdom,4,2,2023-04-11T10:06:45Z
Character_HayBrush,Sally,outfit,epic,,Sewn Sally,5,4,2024-10-12T06:22:57Z
Character_HazardEdge,Dark Doggo,outfit,epic,,Darkest Grumblings,2,Remix,2024-11-13T10:14:32Z
Character_HeadhunterStar,Renegade Runner,outfit,rare,,Renegade Robotics,4,2,2023-04-11T10:06:45Z
Character_HeadhunterStarFNCS,FNCS Renegade,outfit,uncommon,,FNCS,4,3,2023-07-29T05:32:56Z
Character_Headset,SypherPK,outfit,icon,Icon Series,SypherPK,3,4,2022-09-18T10:05:15Z
Character_HealedScar,Hajime,outfit,epic,,Tough Tanuki,6,1,2025-01-14T09:36:24Z
Character_HealingCrystal,Anthea,outfit,epic,,The Century Garden,6,4,2025-06-18T09:06:01Z
Character_HeavyRoar,Slim Shady,outfit,icon,Icon Series,Eminem,4,OG,2023-11-28T15:26:41Z
Character_HedgeSprig,Hank Hill,outfit,epic,,King of the Hill,6,4,2025-06-12T13:22:27Z
Character_HeistFNCS,Aces Wild Card,outfit,epic,,FNCS,6,1,2025-01-31T14:25:34Z
Character_HeistSleek,Gold Blooded Ace,outfit,rare,,Getaway Gang,4,1,2023-02-14T10:24:42Z
Character_HeistSleek_NPC,null,outfit,epic,,,,,2023-02-14T10:24:42Z
Character_HerbalFist,Spider-Man (Brand New Day),outfit,marvel,MARVEL SERIES,Brand New Day,7,3,2026-07-30T13:11:09Z
Character_HerbHutch_Breath,Captain Jones,outfit,marvel,MARVEL SERIES,Captain Jones,5,4,2024-08-17T06:38:59Z
Character_HeroicTale_Fair,Bastian,outfit,epic,,The Ancient Tale,7,4,2026-08-21T15:01:57Z
Character_HighBeam,Ciri,outfit,gaminglegends,Gaming Legends Series,Silver & Sorcery,4,3,2023-06-23T11:00:00Z
Character_HighMotion,Megatron,outfit,epic,,Transformers,4,4,2023-09-26T14:25:42Z
Character_HipTripper,Leilani,outfit,epic,,By the Beach,6,4,2025-06-18T09:06:01Z
Character_HitmanFNCS,Champion Siren,outfit,uncommon,,FNCS,5,2,2024-04-09T08:38:56Z
Character_Hitman_Dark,Spycatcher Siren,outfit,epic,,Agency Renegades,3,4,2022-10-04T09:01:34Z
Character_HollyDessert,Dupli-Kate,outfit,epic,,Guardians of the Globe,6,2,2025-03-11T16:03:28Z
Character_HomeRange,Omen Hunter Calamity,outfit,epic,,Monstrous Wilds,6,5,2025-10-02T12:10:53Z
Character_HonestWasp,Lobo,outfit,dc,DC SERIES,Supergirl,7,3,2026-06-25T17:01:16Z
Character_HonorBraceJoust,IShowSpeed,outfit,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
Character_HonorBraceLeap,ISuperSpeed,outfit,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
Character_HornedJudgment_Midgard,Omegarok,outfit,legendary,,Omega Harbinger,4,OG,2023-11-03T09:12:39Z
Character_HornedWretch,Akultura,outfit,epic,,Eternal Arcana,7,1,2026-01-22T14:03:14Z
Character_HornetBerm,Odysseus,outfit,epic,,The Odyssey,7,3,2026-07-16T08:32:04Z
Character_HornettaVine,Oleander,outfit,rare,,Underworld Operative,4,3,2023-08-11T14:36:17Z
Character_HumanBeing,Bonejamin,outfit,rare,,Punk is Dead,3,4,2022-10-18T23:49:57Z
Character_HumorShale_Teak,High Tide Harley,outfit,dc,DC SERIES,Gotham City Summer,7,3,2026-07-16T08:00:00Z
Character_HybridBoot,Golden Zoey,outfit,icon,Icon Series,KPop Demon Hunters,7,1,2026-02-05T15:01:36Z
Character_HydraTrumpetCoach,Wookiee Team Leader,outfit,starwars,Star Wars Series,Cuddly Kashyyyk,6,3,2025-05-02T13:15:59Z
Character_HydroBottle,Weapon X,outfit,marvel,MARVEL SERIES,Weapon X,5,3,2024-07-03T00:00:00Z
Character_HydroDrift_Metal,Wolfe,outfit,epic,,Wolfe Hunt,7,3,2026-06-06T03:03:15Z
Character_HydroIgnite,Brix Barton,outfit,rare,,,4,4,2023-09-12T09:40:36Z
Character_IceRetreat,Summitseeker Evie,outfit,rare,,Summit's Idol,5,1,2023-12-07T17:39:21Z
Character_IchorIncisor,Countess Daraku,outfit,rare,,Starfang,4,4,2023-08-25T17:49:31Z
Character_IcicleCane_Bright,Lady Windfrost,outfit,epic,,Elemental Court,7,2,2026-03-19T06:29:28Z
Character_IgniteEgg,Saitama,outfit,epic,,One-Punch Man,6,5,2025-08-27T16:19:21Z
Character_Imitator,The Inkquisitor,outfit,epic,CREW SERIES,The Inkquisition,3,4,2022-10-27T16:03:47Z
Character_Imitator_NPC,TBD,outfit,epic,,,,,2022-10-18T23:49:57Z
Character_Impulse,Red Card Renegade,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_ImpulseSpring,Mighty Midfielder,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_ImpulseSpring_B,Free Kick Maverick,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_ImpulseSpring_C,Penalty Patroller,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_ImpulseSpring_D,Net Protector,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_ImpulseSpring_E,Field Favorite,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_Impulse_B,Tackle Titan,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_Impulse_C,Goal Guardian,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_Impulse_D,Breakaway Boss,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_Impulse_E,Chip Challenger,outfit,epic,,Let Them Know,3,4,2022-11-15T10:41:18Z
Character_InchEscape,Ed,outfit,epic,,"Ed, Edd & Eddy",7,1,2026-01-25T00:00:00Z
Character_IndieBucket,Mae,outfit,epic,,4d0rabl3!,4,4,2023-08-25T17:49:31Z
Character_IndoorLaceBeat,Laufey,outfit,icon,Icon Series,Laufey,7,2,2026-04-16T08:20:44Z
Character_IndoorLaceScore,Lover Girl Laufey,outfit,icon,Icon Series,Laufey,7,2,2026-04-16T08:20:44Z
Character_InfernalTrooper,Molten Metal Mouth,outfit,lava,Lava Series,Molten Masq,6,4,2025-07-29T08:28:45Z
Character_Inferno,Renzo the Destroyer,outfit,legendary,,Cataclysm 2.0,4,2,2023-03-12T08:46:29Z
Character_InfernoFNCS,Renzo the Champion,outfit,epic,,FNCS,5,4,2024-09-04T14:57:46Z
Character_InflatoDodo,Mecha R3X,outfit,epic,,R3X & Ruin,6,2,2025-03-25T17:24:52Z
Character_InkHoop,Rocksteady,outfit,epic,,TMNT,6,2,2025-04-22T15:52:48Z
Character_InnovatorSand,Innovator Slone,outfit,rare,,"Slone, Un-Redacted",4,3,2023-06-10T00:00:00Z
Character_InspireSpell,Adonis Creed,outfit,epic,,CREED,4,1,2023-03-01T15:51:57Z
Character_InstantGravel,Lewis Hamilton,outfit,icon,Icon Series,Lewis Hamilton,4,OG,2023-11-17T20:55:21Z
Character_InstantGravelNoble,Launch Day Lewis Hamilton,outfit,icon,Icon Series,Lewis Hamilton,4,OG,2023-11-17T20:55:21Z
Character_IntenseCello,Peter B. Parker,outfit,marvel,MARVEL SERIES,Across the Spider-Verse,6,1,2024-12-05T14:17:00Z
Character_InterOrbit_Shock,Imagined Order Hush,outfit,epic,,Imagined Hush,7,4,2026-08-21T00:00:00Z
Character_IonVial,Verity,outfit,epic,,,4,4,2023-10-07T00:00:00Z
Character_IronBlaze,Padmé Amidala,outfit,starwars,Star Wars Series,The Prequel Trilogy,4,2,2023-05-02T08:00:00Z
Character_IronClash,Wastelander Dummy,outfit,epic,,Crash King,5,3,2024-07-23T17:53:01Z
Character_IronLilac_Sly,Shadow Blade Hope,outfit,epic,,In the Shadows,6,1,2024-12-01T03:58:22Z
Character_IvoryBrite,Fashion Elite Skully,outfit,epic,,Skull & Bows,7,1,2025-11-29T20:57:37Z
Character_IvyCross,Ani Konda,outfit,rare,,Hiss Clique,4,2,2023-04-11T10:06:45Z
Character_IvyStub,Terrible Tornado,outfit,epic,,One-Punch Man,6,5,2025-08-27T16:19:21Z
Character_JadedHare,Lapin,outfit,epic,,Fox & Rabbit,6,2,2025-04-22T15:52:48Z
Character_JadeTowelGloss,Hatsune Miku,outfit,icon,Icon Series,Hatsune Miku,6,1,2025-01-14T09:00:00Z
Character_JadeTowelHope,Neko Hatsune Miku,outfit,icon,Icon Series,Hatsune Miku,6,1,2025-01-14T09:36:24Z
Character_JarpMilo,Tidewalker Trace,outfit,epic,,Sun-Soaked Luminary,6,4,2025-07-29T08:28:45Z
Character_JazzShoes,Leatherface,outfit,epic,,Leatherface,5,4,2024-10-24T14:53:36Z
Character_JoltMosaic,Gogo Yubari,outfit,epic,,O-Ren's Assassins,7,1,2025-11-29T20:57:37Z
Character_JonesyOrangeFNCS,Championship Jonesy,outfit,uncommon,,FNCS,4,1,2023-02-14T10:24:42Z
Character_JoyfulGrin,Michelangelo,outfit,epic,,TMNT,5,1,2023-12-07T17:39:21Z
Character_Jumpsuit_Mutable,Alias,outfit,epic,,Escape Artists,4,4,2023-08-27T00:00:00Z
Character_Jumpsuit_Scrap_Mutable,Caper,outfit,epic,,Escape Artists,4,4,2023-08-27T00:00:00Z
Character_JungleBoss_NPC,TBD,outfit,epic,,,,,2023-06-12T21:47:52Z
Character_KartRocket,Redline Racer,outfit,epic,,RPM Overdrive,6,5,2025-08-07T09:33:19Z
Character_KelpLinenCalcium,Juice WRLD,outfit,icon,Icon Series,Juice WRLD,2,Remix,2024-11-21T09:24:27Z
Character_KelpLinenMagnesium,Slayer Juice WRLD,outfit,icon,Icon Series,Juice WRLD,2,Remix,2024-11-26T06:49:08Z
Character_KernelRuse,First Order Stormtrooper,outfit,starwars,Star Wars Series,The New Trilogy,6,2,2025-04-29T17:05:09Z
Character_KettlePress,Android 18,outfit,epic,,Dragon Ball,5,3,2024-08-10T00:00:00Z
Character_KeyChain,Inferno Skeleton Balvin,outfit,icon,Icon Series,J Balvin,5,2,2024-04-19T00:00:00Z
Character_KeyTracker,Tegan,outfit,rare,,Cross Comms,4,1,2023-02-28T14:39:32Z
Character_KneeLens,Faye Valentine,outfit,epic,,Cowboy Bebop,6,2,2025-02-27T00:00:00Z
Character_KneelReedy,Danny Fenton,outfit,epic,,Danny Phantom,7,1,2025-12-06T00:00:00Z
Character_KnightCatRacket,Court Queen Erisa,outfit,epic,,"Wish, Set, Match",4,3,2023-06-27T12:21:59Z
Character_Knight_Boss_NPC,TBD,outfit,epic,,,,,2022-12-04T18:22:30Z
Character_KnishClamp_NPC,TBD,outfit,epic,,,,,2024-06-22T08:21:26Z
Character_KoboLobo,Andy Fangerson,outfit,epic,,Party Moon,5,4,2024-10-12T06:22:57Z
Character_LabVapor,Scorpius Agent,outfit,epic,,Scorpius Corp,6,4,2025-06-18T08:00:00Z
Character_LacedCrimp,Juliet,outfit,epic,,Stayin' Solo,6,2,2025-03-25T17:24:52Z
Character_LadderDoor,Megara,outfit,uncommon,,Disney's Hercules,7,2,2026-03-27T13:00:19Z
Character_LadyShinobi,Sarah,outfit,epic,,Ninja Sarah,6,2,2025-04-22T15:52:48Z
Character_LanternFit,Will Byers,outfit,epic,,Stranger Things,6,6,2025-11-20T15:08:06Z
Character_LastHour,Minato Hakaru,outfit,epic,,Let's Hunt Vampires,6,1,2024-12-18T12:19:13Z
Character_LastVoiceDive,Maxxed Out Max,outfit,epic,,Nike Airphoria,4,3,2023-06-23T16:22:36Z
Character_LastVoiceSteel,Airie,outfit,epic,,Nike Airphoria,4,3,2023-06-23T16:22:36Z
Character_LatteStir,Ichigo Kurosaki,outfit,epic,,BLEACH: TYBW,7,1,2025-12-19T14:50:31Z
Character_LazarusLens,Kado Thorne,outfit,legendary,,Psionic Eclipse,4,4,2023-08-25T17:49:31Z
Character_LazarusLensStyle_NPC,TBD,outfit,epic,,,,,2023-08-25T17:49:31Z
Character_LazarusLensWings_NPC,TBD,outfit,epic,,,,,2023-08-25T17:49:31Z
Character_LazarusUntold,Elite Kado Thorne,outfit,epic,,The Elites,7,4,2026-09-17T16:17:14Z
Character_LazyLizzChip,Ziggy,outfit,epic,,Snackin' & Slackin',6,4,2025-06-07T19:01:48Z
Character_LeafyVest,Kyran Aryk,outfit,epic,CREW SERIES,Impact Tactical,5,4,2024-10-12T06:22:57Z
Character_LeatherKey,Snowy Ops,outfit,epic,,Snowy Stealth,6,1,2024-12-18T12:19:13Z
Character_LemonCartCleaner,LBC '93 Dogg,outfit,icon,Icon Series,Snoop Dogg,2,Remix,2024-11-02T17:09:31Z
Character_LemonCartGranite,Snoop Dogg,outfit,icon,Icon Series,Snoop Dogg,2,Remix,2024-11-02T06:00:00Z
Character_LemonWrath_Ochre,The Voidblade,outfit,epic,,The Void Unknown,7,3,2026-06-06T03:03:15Z
Character_LemurClam,Kyle Broflovski,outfit,epic,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
Character_LentilAnise,Space Beth,outfit,epic,,Space Beth,7,3,2026-06-06T03:03:15Z
Character_LethalSwipe,Flick Fusion,outfit,epic,,Royale Hazard,6,6,2025-11-11T09:37:13Z
Character_LethalVae,Shimmerdusk,outfit,epic,CREW SERIES,,4,4,2023-09-30T21:24:23Z
Character_Lettuce,MrBeast,outfit,icon,Icon Series,MrBeast,4,1,2022-12-13T10:43:37Z
Character_LettuceCat,MrBeast6000,outfit,icon,Icon Series,MrBeast,4,1,2022-12-13T10:43:37Z
Character_LexaBlitz,Oathbound Lexa,outfit,epic,,Oathbound Frenzy,7,2,2026-04-01T08:41:08Z
Character_LexaEarlGrey,Princess Lexa,outfit,epic,CREW SERIES,Ageless Royalty,4,3,2023-07-29T05:32:56Z
Character_LiftingAura_Wave,Aphrodite,outfit,epic,,Goddess of the Heart,5,2,2024-03-08T13:32:49Z
Character_LiftingRays,Heartseeker Aphrodite,outfit,epic,,Summer of the Heart,6,4,2025-07-29T08:28:45Z
Character_LightningDragon,Ayida,outfit,epic,,Calm Before the Storm,3,4,2022-11-01T13:50:36Z
Character_Lilac,Dahlia,outfit,epic,CREW SERIES,Unseen Genius,4,2,2023-04-11T10:06:45Z
Character_LilacLeather,Midnight Thorn,outfit,epic,,Spirited Rogue,6,5,2025-09-10T08:18:34Z
Character_LilSplit_Sprinkles,Lil Split,outfit,epic,,Splittin' Image,4,OG,2023-11-03T09:12:39Z
Character_LimettaMech,Oona Usagi,outfit,epic,,Bunny Ears,6,2,2025-04-08T08:41:18Z
Character_LintMermaid,White Widow (Pen & Ink),outfit,marvel,MARVEL SERIES,Thunderbolts,6,2,2025-04-22T17:45:27Z
Character_LiquidCouch,Stan Marsh,outfit,epic,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
Character_LivelyDomino,Rubius,outfit,icon,Icon Series,Rubius,5,4,2024-09-17T08:31:42Z
Character_LivelySugar_Syrup,Dylan,outfit,epic,,Mercenary Heartbreaker,7,3,2026-06-06T03:03:15Z
Character_LiverRomaine,Cleveland Brown,outfit,epic,,Family Guy,6,4,2025-06-12T13:22:27Z
Character_LoanFloat,Rumi (HUNTR/X),outfit,icon,Icon Series,KPop Demon Hunters,6,5,2025-10-02T08:00:00Z
Character_LocalTalent_Daisy,Heatwave PJ,outfit,epic,,Radio Runner,7,3,2026-06-06T03:03:15Z
Character_LocalZilla,Thunder,outfit,epic,,Street Rep,4,2,2023-03-12T08:46:29Z
Character_LoneDice,Ryker,outfit,epic,,18K,6,2,2025-03-11T08:32:47Z
Character_Looper,Endless Ned,outfit,rare,,Ned the Eternal,4,1,2023-02-14T10:24:42Z
Character_LooseCreep,Tracer,outfit,gaminglegends,Gaming Legends Series,Overwatch,7,2,2026-05-14T09:00:00Z
Character_LopexSnow,Volpez,outfit,rare,,Winter's Trickster,4,1,2023-02-03T01:02:06Z
Character_LoudPhoenix,Optimus Prime,outfit,legendary,,Transformers,4,3,2023-06-12T21:47:52Z
Character_LowerDrop,Golden Mira,outfit,icon,Icon Series,KPop Demon Hunters,7,1,2026-02-05T15:01:36Z
Character_LucidAzalea,Pincera,outfit,rare,,,4,4,2023-09-26T14:25:42Z
Character_LucidVibe,Futura,outfit,epic,,Bright Futura,6,3,2025-05-16T08:50:37Z
Character_LuckyAgent,Lucky Envoy,outfit,epic,,4-Leaf,6,2,2025-03-11T08:32:47Z
Character_LuckySeven,7-Ball,outfit,epic,,Lucky Shot,6,5,2025-09-18T13:08:36Z
Character_LumpyMuddy,Ballerina Cappuccina,outfit,epic,,Brainrot,7,2,2026-04-01T08:41:08Z
Character_LunarGum,Froststorm Bomber,outfit,epic,,Snow & Storm,6,1,2025-01-14T09:36:24Z
Character_LycheeNickel,Scooby-Doo,outfit,epic,,Mystery Inc.,6,5,2025-10-09T08:45:50Z
Character_MadameMoth_NPC,NPC,outfit,common,,,,,2023-12-04T16:12:17Z
Character_MadameMoth_Posh,Valeria,outfit,legendary,,Flame & Fortune,5,1,2023-12-04T16:12:17Z
Character_MagicMeadow,Geralt of Rivia,outfit,gaminglegends,Gaming Legends Series,School of the Wolf,4,1,2022-12-04T18:22:30Z
Character_MagmaBreak,Polus,outfit,epic,CREW SERIES,Stone Aflame,5,4,2024-09-17T08:31:42Z
Character_MagneticPlotter,Technician Naya,outfit,epic,,U2.0 Tech,6,2,2025-03-25T17:24:52Z
Character_MajorSpeech,Rukia Kuchiki,outfit,epic,,BLEACH: TYBW,7,1,2025-12-19T14:50:31Z
Character_MallardVantage,Sgt. Drake,outfit,rare,,Squawkin' Sergeant,5,1,2024-01-23T13:34:48Z
Character_MallardVantageFNCS,Champion Drake,outfit,rare,,FNCS,2,Remix,2024-11-13T10:14:32Z
Character_MaltBurger,Anakin Skywalker (Clone Wars),outfit,starwars,Star Wars Series,The Clone Wars,7,2,2026-04-30T13:00:51Z
Character_ManicRufus,Voltaria,outfit,epic,,,6,3,2025-05-16T08:50:37Z
Character_MarchTreatBay,Jersey KizunaAI,outfit,icon,Icon Series,KizunaAI,7,1,2026-01-10T23:57:48Z
Character_MarchTreatCup,KizunaAI,outfit,icon,Icon Series,KizunaAI,7,1,2026-01-10T23:57:48Z
Character_MarineCarve,Carina,outfit,epic,,Conspiracy Boarder,7,1,2025-11-29T20:57:37Z
Character_MarkerDeer_Tin,Poe Dameron,outfit,starwars,Star Wars Series,The New Trilogy,6,3,2025-05-02T13:15:59Z
Character_MasakoReign,Dragonheart Demi,outfit,epic,,Vermillion Dragon,7,3,2026-06-25T12:03:20Z
Character_MasalaRail,Ahsoka Tano (Clone Wars),outfit,starwars,Star Wars Series,The Clone Wars,7,2,2026-04-30T13:00:51Z
Character_MasterKeyOrder,Huntmaster Saber,outfit,rare,,Gilded Hunter,3,4,2022-11-01T13:50:36Z
Character_MastermindSummer,Chaos Explorer,outfit,uncommon,,Descent's Reckoning,4,3,2023-06-27T12:21:59Z
Character_MatteDecoy,Obsidian King,outfit,epic,,Chess Kingdom,7,3,2026-07-16T08:32:04Z
Character_MechanicalEngineerRev,Combat Tech Jules,outfit,rare,,Intrepid Engines,4,2,2023-05-21T09:32:09Z
Character_MechPilotSharkSpeed,Rogue Navigator,outfit,uncommon,,Mech Mercs,4,2,2023-03-12T08:46:29Z
Character_MechPilotSharkVelocity,Rogue Gunner,outfit,uncommon,,Mech Mercs,4,2,2023-03-12T08:46:29Z
Character_MediCrow,Sir Raven,outfit,epic,,Storm's Call,6,2,2025-03-25T17:24:52Z
Character_MedievalSheath,Knight Conqueror,outfit,epic,,Fort Knights,6,1,2025-01-31T14:25:34Z
Character_MeekCrow,Moon Punk Ione,outfit,epic,,Moon Wolf,6,2,2025-04-22T15:52:48Z
Character_MegaToof_Valve,Megalo Don,outfit,epic,,Hunt of the Leviathan,5,3,2024-05-24T08:11:50Z
Character_MelodyUrchin,Festival Phaedra,outfit,rare,,Rave Nautilus,4,4,2023-10-10T11:59:07Z
Character_MeowKnaw,Spice,outfit,epic,,Meow-o'-Lantern,6,5,2025-10-09T08:45:50Z
Character_MercurialStorm,Iron Man Zero,outfit,marvel,MARVEL SERIES,Zero War,3,4,2022-09-23T14:38:12Z
Character_MetalScout,Rift Knight Kieran,outfit,epic,CREW SERIES,Embers of Empire,4,1,2023-02-28T14:39:32Z
Character_Meteorwomen_Alt,Paradigm (Reality-659),outfit,legendary,,The Seven,3,4,2022-09-18T10:05:15Z
Character_MetroPunk,Snowcarver,outfit,epic,,Winter Warrior,6,3,2025-05-02T13:15:59Z
Character_MezzoAce,Tactical Tek,outfit,epic,,,6,2,2025-03-25T17:24:52Z
Character_MicroLeaf,Tom Lizard,outfit,epic,,Hoppers,7,1,2026-03-06T00:00:00Z
Character_MiddleSock,Iron Spider,outfit,marvel,MARVEL SERIES,Iron Spider,5,4,2024-08-22T14:07:51Z
Character_MilitaryFashion_Brigade,Gilded Verge,outfit,epic,,Golden Tactical,6,2,2025-03-11T08:32:47Z
Character_MillionaireCowgirl,Gunslinger Calamity,outfit,epic,,Gilded Elites,5,1,2023-12-07T17:39:21Z
Character_MillionaireGem,Lustrous Luxe,outfit,epic,,Gilded Elites,5,1,2023-12-07T17:39:21Z
Character_MillionaireTuna,The Goldfish,outfit,epic,,Gilded Elites,5,1,2023-12-07T17:39:21Z
Character_MincePounce,Void Walker Lynx,outfit,epic,,Void Visionary,7,1,2025-12-11T16:07:07Z
Character_MindPinch,Bender Bending Rodríguez,outfit,epic,,Futurama,4,3,2023-07-26T08:00:00Z
Character_MindPinch_NPC,TBD,outfit,epic,,,,,2023-07-29T05:32:56Z
Character_MirageHike,Serenade,outfit,rare,,Ethereal Song,4,2,2023-04-11T10:06:45Z
Character_MissMissile,Clarity,outfit,epic,,Clear Victory,7,1,2025-12-11T16:07:07Z
Character_MissusMind_Suit,Chaos Director,outfit,epic,,Bleakest Bedlam,2,Remix,2024-11-02T17:09:31Z
Character_MistMylar_Claw,Daigo,outfit,epic,,Thousand Faces,6,1,2024-12-01T03:58:22Z
Character_MistRavenPeck,Morgan Myst,outfit,epic,,Shadow Heroine,6,4,2025-06-07T19:01:48Z
Character_MistRaven_NPC,TBD,outfit,epic,,,,,2025-06-07T19:01:48Z
Character_MistressSombre,Maleficent,outfit,epic,,Disney Villains,5,4,2024-10-19T00:00:00Z
Character_MistyBead,Lady Waveflow,outfit,epic,,Elemental Court,7,2,2026-04-30T09:17:44Z
Character_MixedAlley,Knuckles the Echidna,outfit,gaminglegends,Gaming Legends Series,Sonic the Hedgehog,7,4,2026-08-21T00:00:00Z
Character_Mochi,Mad Mochi,outfit,epic,,Glutinous Guardian,3,4,2022-10-04T09:01:34Z
Character_MochiWoof,Alphonse,outfit,epic,,Barkington Style Agency,6,2,2025-02-21T12:17:00Z
Character_ModernMilitary_Crisp,Golden Archetype,outfit,uncommon,,Archetype,6,1,2023-12-07T17:39:21Z
Character_MoleAcornGloam,Jar Jar Binks,outfit,starwars,Star Wars Series,The Prequel Trilogy,6,3,2025-05-16T08:50:37Z
Character_MoleAcornPecan,Darth Jar Jar,outfit,starwars,Star Wars Series,The Prequel Trilogy,6,3,2025-05-17T00:00:00Z
Character_MollyKit,Cate Meowdy,outfit,epic,,Purrfect DIY,6,2,2025-04-08T08:41:18Z
Character_MoonSatellite,Takumi of the Tides,outfit,epic,,River Guard,6,1,2025-01-31T14:25:34Z
Character_MoonShock,Cell,outfit,epic,,Dragon Ball,5,1,2023-12-07T17:39:21Z
Character_MoosePorch_Math,War Machine,outfit,marvel,MARVEL SERIES,War Machine,5,4,2024-08-17T06:38:59Z
Character_MoralKoreFNCS,Champion Kor,outfit,uncommon,,FNCS,7,2,2026-04-01T08:41:08Z
Character_MoralKoreLine,Mercenary Kor,outfit,epic,,Dark Operative,6,4,2025-06-07T19:01:48Z
Character_MorningSoak_Cook,Eric Cartman,outfit,epic,,Gonna Have Myself A Time,7,1,2026-01-09T09:00:00Z
Character_MotorMonth,Spider-Woman,outfit,marvel,MARVEL SERIES,Spider-Woman,5,4,2024-10-19T14:30:12Z
Character_Mouse,Camille,outfit,epic,,Ratzattak,3,4,2022-11-15T10:41:18Z
Character_MrMite,O.X.R. Agent Stryker,outfit,epic,,O.X.R. Elite,6,5,2025-08-26T08:18:15Z
Character_MuffinLadle_Gas,General Grievous,outfit,starwars,Star Wars Series,The Prequel Trilogy,6,3,2025-05-02T13:15:59Z
Character_Mummy,Seth,outfit,rare,,Wrapped Rapscallion,4,4,2023-10-10T11:59:07Z
Character_MusketSlinger,Nolan Chance,outfit,epic,,Maverick Mastermind,4,4,2023-08-25T17:49:31Z
Character_MustardToast,Johnny Silverhand,outfit,gaminglegends,Gaming Legends Series,Night City Denizens,6,1,2024-12-22T14:02:32Z
Character_MutedMaroon,Red Ruin Joni,outfit,epic,,High Stakes Nitemares,6,5,2025-10-09T08:45:50Z
Character_MutedSheath,Kwame,outfit,epic,CREW SERIES,Stationery Samurai,6,2,2025-04-22T15:52:48Z
Character_MuteRibbon,Turanga Leela,outfit,epic,,Futurama,4,3,2023-07-26T08:00:00Z
Character_MysticFang,Helsie Midnight,outfit,epic,,High Stakes Nitemares,6,5,2025-10-09T08:45:50Z
Character_M_Placeholder,Battalion Brawler,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_M_Placeholder_B,Stealth Specialist ,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_M_Placeholder_C,Field Commander,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_M_Placeholder_D,Munitions Master,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_M_Placeholder_E,Siege Sergeant,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_M_Placeholder_F,Cavalry Captain,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_M_Placeholder_G,Tank Gunner,outfit,common,,Island Originals ,,,2025-11-11T09:37:13Z
Character_NanaEternal,The Final Peel,outfit,epic,,Peeltergeist,6,5,2025-10-09T08:45:50Z
Character_NanaEternal_NPC,TBD,outfit,epic,,,,,2025-10-02T12:10:53Z
Character_NanoChain,Marika,outfit,epic,,Graffiti Revolution,6,2,2025-04-22T15:52:48Z
Character_Nebula,Mystica,outfit,epic,,The Luminaries,4,2,2023-03-12T08:46:29Z
Character_NebulaBurden,Titan,outfit,epic,,,5,2,2024-05-05T16:03:20Z
Character_NefariousJewel,Kofi Graves,outfit,epic,,Call Me Kofi,6,2,2025-04-22T15:52:48Z
Character_NeonGlow,Hesper King,outfit,epic,,Good Luck Gunslinger,6,3,2025-05-02T13:15:59Z
Character_Nevermore,Morrigan,outfit,epic,,Queen of Crows,6,5,2025-09-18T13:08:36Z
Character_NickelScan,Damon,outfit,epic,CREW SERIES,All-Seeing,7,2,2026-04-30T09:17:44Z
Character_NightBloom,Night Lotus,outfit,epic,,Garden of Night,7,3,2026-06-25T12:03:20Z
